Player_Name,Minutes_Played,VAEP_Rating
L. Messi,3107.979597,1.032480299
J. Campbell,233.2907267,0.829630891
G. Bale,1852.140087,0.607956993
A. Griezmann,2620.010232,0.59891695
Dani Ceballos,420.7022519,0.580560794
E. Bardhi,1638.749361,0.574404437
Philippe Coutinho,1329.240751,0.567863048
Cristiano Ronaldo,2357.056994,0.526069509
Loren Moron,1092.796604,0.522334091
A. Sanabria,901.7359259,0.516836831
